seed,repeat,method,approach,n_alt,m,L,q,ref_ratio,n_ref,n_test,noise,noise_mode,k_non_mono,k_non_mono_effective,peak_type,peak_mode,scale,repair_if_inconsistent,consistency_status,consistency_obj,is_consistent,used_adjustment,adjustment_status,adjustment_obj,status,fit_ok,obj,cpu_sec,epsilon,acc_train,acc_train_noisy_target,acc_test,adj_acc_test,mono_recovery_acc,error
114,14,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999992,0.012597299995832145,0.0009999999999999992,1.0,1.0,0.8611111111111112,1.0,0.6666666666666666,
115,15,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999998899,0.011508899973705411,0.0009999999999998899,0.9,0.9,0.8944444444444445,1.0,1.0,
116,16,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000013,0.010207299957983196,0.0010000000000000013,0.95,0.95,0.8111111111111111,1.0,1.0,
117,17,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.14414417124902978,0.009741000016219914,0.14414417124902978,1.0,1.0,0.7944444444444444,1.0,0.6666666666666666,
118,18,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.3834946115405058,0.008870000019669533,0.3834946115405058,0.95,0.95,0.7444444444444445,1.0,0.6666666666666666,
119,19,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001,0.01915429998189211,0.001,1.0,1.0,0.8777777777777778,1.0,1.0,
120,0,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.10318014619012161,0.016572399996221066,0.10318014619012161,1.0,1.0,0.85625,1.0,0.6666666666666666,
121,1,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999315,0.015190999954938889,0.0009999999999999315,1.0,1.0,0.925,1.0,1.0,
122,2,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.00826140151739807,0.016161899897269905,0.00826140151739807,1.0,1.0,0.98125,1.0,0.6666666666666666,
123,3,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999998,0.015322100021876395,0.0009999999999999998,1.0,1.0,0.95625,1.0,0.6666666666666666,
124,4,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999998899,0.016694100107997656,0.0009999999999998899,1.0,1.0,0.9625,1.0,1.0,
125,5,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001000000000000334,0.014998900005593896,0.001000000000000334,1.0,1.0,0.91875,1.0,1.0,
126,6,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999996678,0.013558299979194999,0.0009999999999996678,1.0,1.0,0.875,1.0,1.0,
127,7,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000852,0.013507600058801472,0.0010000000000000852,1.0,1.0,0.94375,1.0,1.0,
128,8,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000189,0.013389699975959957,0.0010000000000000189,0.975,0.975,0.85,1.0,0.6666666666666666,
129,9,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.06603107141360831,0.016005199984647334,0.06603107141360831,1.0,1.0,0.90625,1.0,0.6666666666666666,
130,10,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.11351025665955328,0.014918399974703789,0.11351025665955328,0.95,0.95,0.81875,1.0,0.6666666666666666,
131,11,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.16248912024639206,0.014935599989257753,0.16248912024639206,0.975,0.975,0.91875,1.0,0.6666666666666666,
132,12,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.07142292245296811,0.018859100062400103,0.07142292245296811,1.0,1.0,0.9,1.0,0.6666666666666666,
133,13,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999996,0.014988499926403165,0.0009999999999999996,1.0,1.0,0.89375,1.0,0.6666666666666666,
134,14,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.06261929734355909,0.015321500017307699,0.06261929734355909,1.0,1.0,0.89375,1.0,0.6666666666666666,
135,15,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999983,0.01468580006621778,0.0009999999999999983,1.0,1.0,0.89375,1.0,0.6666666666666666,
136,16,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000937,0.015158100053668022,0.0010000000000000937,1.0,1.0,0.8625,1.0,1.0,
137,17,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999998899,0.014649500022642314,0.0009999999999998899,0.975,0.975,0.78125,1.0,1.0,
138,18,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999792,0.01665729994419962,0.0009999999999999792,1.0,1.0,0.89375,1.0,1.0,
139,19,zhang_A1,1,200,3,4,2,0.2,40,160,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.027607010230343842,0.02773580001667142,0.027607010230343842,1.0,1.0,0.98125,1.0,0.6666666666666666,
140,0,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001,0.03223280003294349,0.001,1.0,1.0,0.95,1.0,1.0,
141,1,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999994458,0.03033900004811585,0.0009999999999994458,1.0,1.0,0.9833333333333333,1.0,1.0,
142,2,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999998899,0.02608370000962168,0.0009999999999998899,1.0,1.0,1.0,1.0,1.0,
143,3,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000345,0.024828399997204542,0.0010000000000000345,1.0,1.0,0.9333333333333333,1.0,1.0,
144,4,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.00100000000000034,0.02438580000307411,0.00100000000000034,1.0,1.0,0.9083333333333333,1.0,0.6666666666666666,
145,5,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999998899,0.024755900027230382,0.0009999999999998899,1.0,1.0,0.8916666666666667,1.0,0.6666666666666666,
146,6,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999997682,0.022818000055849552,0.0009999999999997682,0.975,0.975,0.95,1.0,0.6666666666666666,
147,7,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000202,0.02310969994869083,0.0010000000000000202,1.0,1.0,0.9083333333333333,1.0,1.0,
148,8,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000009,0.03364000003784895,0.0010000000000000009,1.0,1.0,0.975,1.0,1.0,
149,9,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000009,0.0231455999892205,0.0010000000000000009,0.975,0.975,0.875,1.0,0.6666666666666666,
150,10,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001,0.022318399976938963,0.001,0.975,0.975,0.9166666666666666,1.0,1.0,
151,11,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999974,0.03253070008940995,0.0009999999999999974,0.9875,0.9875,0.975,1.0,1.0,
152,12,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001000000000000223,0.02278999995905906,0.001000000000000223,0.9875,0.9875,0.9583333333333334,1.0,1.0,
153,13,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999924,0.023564300034195185,0.0009999999999999924,0.9875,0.9875,0.95,1.0,1.0,
154,14,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001000000000000001,0.023425100021995604,0.001000000000000001,0.975,0.975,0.9083333333333333,1.0,1.0,
155,15,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999998899,0.02501840004697442,0.0009999999999998899,1.0,1.0,0.9416666666666667,1.0,0.6666666666666666,
156,16,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001000000000000112,0.03233769990038127,0.001000000000000112,0.9875,0.9875,0.9083333333333333,1.0,0.3333333333333333,
157,17,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.000999999999999998,0.02335180004592985,0.000999999999999998,1.0,1.0,0.9416666666666667,1.0,0.6666666666666666,
158,18,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000009,0.022895800066180527,0.0010000000000000009,0.9875,0.9875,0.9416666666666667,1.0,1.0,
159,19,zhang_A1,1,200,3,4,2,0.4,80,120,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999992,0.022423599963076413,0.0009999999999999992,1.0,1.0,0.9166666666666666,1.0,1.0,
160,0,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999495,0.044899600092321634,0.0009999999999999495,1.0,1.0,0.925,1.0,0.6666666666666666,
161,1,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999968,0.03514819999691099,0.0009999999999999968,0.9916666666666667,0.9916666666666667,0.975,1.0,1.0,
162,2,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000009,0.03759030008222908,0.0010000000000000009,1.0,1.0,0.975,1.0,1.0,
163,3,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999998205,0.03398879989981651,0.0009999999999998205,1.0,1.0,0.9125,1.0,0.6666666666666666,
164,4,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999992,0.03927559999283403,0.0009999999999999992,1.0,1.0,0.9125,1.0,1.0,
165,5,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999996886,0.03625480004120618,0.0009999999999996886,1.0,1.0,1.0,1.0,0.6666666666666666,
166,6,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999454,0.035322199924848974,0.0009999999999999454,0.9916666666666667,0.9916666666666667,0.9625,1.0,1.0,
167,7,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001,0.03823340008966625,0.001,0.975,0.975,0.9125,1.0,1.0,
168,8,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999992,0.036596299964003265,0.0009999999999999992,1.0,1.0,0.9625,1.0,0.6666666666666666,
169,9,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000009,0.04332670010626316,0.0010000000000000009,1.0,1.0,1.0,1.0,1.0,
170,10,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001000000000000112,0.039804000058211386,0.001000000000000112,0.9916666666666667,0.9916666666666667,0.9375,1.0,0.6666666666666666,
171,11,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999905,0.04380039998795837,0.0009999999999999905,1.0,1.0,0.9375,1.0,1.0,
172,12,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999974,0.03958600002806634,0.0009999999999999974,1.0,1.0,0.9875,1.0,1.0,
173,13,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999974,0.036548399948515,0.0009999999999999974,0.9833333333333333,0.9833333333333333,0.95,1.0,1.0,
174,14,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999146,0.0353214000351727,0.0009999999999999146,1.0,1.0,0.975,1.0,1.0,
175,15,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000009,0.061164299957454205,0.0010000000000000009,0.9916666666666667,0.9916666666666667,0.925,1.0,1.0,
176,16,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001000000000000334,0.09929420007392764,0.001000000000000334,0.9833333333333333,0.9833333333333333,0.95,1.0,1.0,
177,17,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001,0.05468289996497333,0.001,0.975,0.975,0.9875,1.0,1.0,
178,18,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000078,0.0514676000457257,0.0010000000000000078,1.0,1.0,1.0,1.0,0.6666666666666666,
179,19,zhang_A1,1,200,3,4,2,0.6,120,80,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.000999999999999994,0.03723839996382594,0.000999999999999994,1.0,1.0,0.9625,1.0,1.0,
180,0,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001000000000000112,0.04312369995750487,0.001000000000000112,0.99375,0.99375,1.0,1.0,1.0,
181,1,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000005,0.05502779991365969,0.0010000000000000005,0.98125,0.98125,0.975,1.0,1.0,
182,2,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999998899,0.04587459994945675,0.0009999999999998899,0.99375,0.99375,1.0,1.0,1.0,
183,3,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.015286763684215665,0.06255779997445643,0.015286763684215665,1.0,1.0,1.0,1.0,0.6666666666666666,
184,4,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000005,0.04728709999471903,0.0010000000000000005,0.99375,0.99375,0.975,1.0,0.6666666666666666,
185,5,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000045688,0.04233129997737706,0.0010000000000045688,0.99375,0.99375,1.0,1.0,1.0,
186,6,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000761,0.04315020004287362,0.0010000000000000761,1.0,1.0,0.975,1.0,0.6666666666666666,
187,7,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000048,0.04720949998591095,0.0010000000000000048,0.99375,0.99375,1.0,1.0,1.0,
188,8,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000204,0.04627199994865805,0.0010000000000000204,1.0,1.0,0.95,1.0,0.6666666666666666,
189,9,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.00100000000000001,0.05736800003796816,0.00100000000000001,0.9875,0.9875,0.975,1.0,1.0,
190,10,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000009,0.048798699979670346,0.0010000000000000009,0.98125,0.98125,0.975,1.0,0.6666666666666666,
191,11,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999998899,0.05019259999971837,0.0009999999999998899,1.0,1.0,0.95,1.0,0.6666666666666666,
192,12,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999948,0.05454280006233603,0.0009999999999999948,1.0,1.0,0.975,1.0,1.0,
193,13,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001,0.05316950008273125,0.001,1.0,1.0,0.95,1.0,0.6666666666666666,
194,14,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000182,0.05630860000383109,0.0010000000000000182,0.975,0.975,0.925,1.0,1.0,
195,15,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.01564826950903342,0.04677710006944835,0.01564826950903342,0.99375,0.99375,0.925,1.0,0.6666666666666666,
196,16,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000009,0.045346600003540516,0.0010000000000000009,1.0,1.0,0.975,1.0,0.6666666666666666,
197,17,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.000999999999999987,0.043257700046524405,0.000999999999999987,1.0,1.0,0.925,1.0,1.0,
198,18,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.013531211418208233,0.04690909991040826,0.013531211418208233,1.0,1.0,0.95,1.0,0.6666666666666666,
199,19,zhang_A1,1,200,3,4,2,0.8,160,40,0.0,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999482,0.06632209999952465,0.0009999999999999482,1.0,1.0,1.0,1.0,1.0,
200,0,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,2,2,central,center,minmax,True,2,0.0,True,False,,,2,True,0.05359184070989076,0.008523300057277083,0.05359184070989076,0.95,0.95,0.95,1.0,0.3333333333333333,
201,1,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,2,2,central,center,minmax,True,2,0.0,True,False,,,2,True,0.04709378817032861,0.007659700000658631,0.04709378817032861,1.0,1.0,0.7833333333333333,1.0,0.3333333333333333,
202,2,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,2,2,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000004437,0.008606799994595349,0.0010000000000004437,0.95,0.95,0.7166666666666667,1.0,1.0,
203,3,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,2,2,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999998899,0.010168000007979572,0.0009999999999998899,0.95,0.95,0.8111111111111111,1.0,0.3333333333333333,
204,4,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,2,2,central,center,minmax,True,2,0.0,True,False,,,2,True,0.35225465988715926,0.008788199978880584,0.35225465988715926,0.95,0.95,0.8055555555555556,1.0,0.3333333333333333,
205,5,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,2,2,central,center,minmax,True,2,0.0,True,False,,,2,True,0.27482225202042176,0.00819040008354932,0.27482225202042176,0.95,0.95,0.8666666666666667,1.0,0.3333333333333333,
206,6,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,2,2,central,center,minmax,True,2,0.0,True,False,,,2,True,0.01027003593530984,0.008800899959169328,0.01027003593530984,1.0,1.0,0.8,1.0,0.3333333333333333,
207,7,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,2,2,central,center,minmax,True,2,0.0,True,False,,,2,True,0.16824718346024803,0.0073219999903813004,0.16824718346024803,1.0,1.0,0.8944444444444445,1.0,0.3333333333333333,
208,8,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,2,2,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999998899,0.009568299981765449,0.0009999999999998899,0.9,0.9,0.9277777777777778,1.0,1.0,
209,9,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,2,2,central,center,minmax,True,2,0.0,True,False,,,2,True,0.000999999999999628,0.007716299965977669,0.000999999999999628,1.0,1.0,0.7888888888888889,1.0,0.3333333333333333,
210,10,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,2,2,central,center,minmax,True,2,0.0,True,False,,,2,True,0.13765618101034938,0.00899330002721399,0.13765618101034938,1.0,1.0,0.9666666666666667,1.0,0.3333333333333333,
211,11,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,2,2,central,center,minmax,True,2,0.0,True,False,,,2,True,0.11937052574154658,0.00801969994790852,0.11937052574154658,1.0,1.0,0.9222222222222223,1.0,0.3333333333333333,
212,12,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,2,2,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999998341,0.00875190005172044,0.0009999999999998341,0.95,0.95,0.8222222222222222,1.0,1.0,
213,13,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,2,2,central,center,minmax,True,2,0.0,True,False,,,2,True,0.08693252246081284,0.008484200108796358,0.08693252246081284,1.0,1.0,0.8055555555555556,1.0,0.3333333333333333,
214,14,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,2,2,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999998899,0.007817800040356815,0.0009999999999998899,1.0,1.0,0.8555555555555555,1.0,0.6666666666666666,
215,15,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,2,2,central,center,minmax,True,2,0.0,True,False,,,2,True,0.09458479214130477,0.008430799935013056,0.09458479214130477,1.0,1.0,0.85,1.0,0.3333333333333333,
216,16,zhang_A1,1,200,3,4,2,0.1,20,180,0.0,adjacent,2,2,central,center,minmax,True,2,0.0,True,False,,,2,True,0.19843559937716249,0.007280899910256267,0.19843559937716249,1.0,1.0,0.8111111111111111,1.0,0.3333333333333333,
