seed,repeat,method,approach,n_alt,m,L,q,ref_ratio,n_ref,n_test,noise,noise_mode,k_non_mono,k_non_mono_effective,peak_type,peak_mode,scale,repair_if_inconsistent,consistency_status,consistency_obj,is_consistent,used_adjustment,adjustment_status,adjustment_obj,status,fit_ok,obj,cpu_sec,epsilon,acc_train,acc_train_noisy_target,acc_test,adj_acc_test,mono_recovery_acc,error
8014,14,zhang_A1,1,200,4,6,2,0.1,20,180,0.1,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.11813054555958824,0.024829400004819036,0.11813054555958824,0.9,1.0,0.9277777777777778,1.0,1.0,
8015,15,zhang_A1,1,200,4,6,2,0.1,20,180,0.1,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001,0.021062899962998927,0.001,0.85,0.95,0.8222222222222222,1.0,0.75,
8016,16,zhang_A1,1,200,4,6,2,0.1,20,180,0.1,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.1059215718628781,0.01918400009162724,0.1059215718628781,0.95,0.95,0.9666666666666667,1.0,1.0,
8017,17,zhang_A1,1,200,4,6,2,0.1,20,180,0.1,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999966,0.022026700084097683,0.0009999999999999966,0.75,0.95,0.6166666666666667,1.0,0.5,
8018,18,zhang_A1,1,200,4,6,2,0.1,20,180,0.1,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000002,0.01940460002515465,0.0010000000000000002,0.85,0.9,0.6833333333333333,1.0,0.5,
8019,19,zhang_A1,1,200,4,6,2,0.1,20,180,0.1,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.08763363803441115,0.022729499964043498,0.08763363803441115,0.85,1.0,0.7833333333333333,1.0,1.0,
8020,0,zhang_A1,1,200,4,6,2,0.2,40,160,0.1,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000002,0.03091690002474934,0.0010000000000000002,0.875,0.95,0.875,1.0,0.75,
8021,1,zhang_A1,1,200,4,6,2,0.2,40,160,0.1,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999937,0.044611899997107685,0.0009999999999999937,0.875,0.975,0.84375,1.0,0.25,
8022,2,zhang_A1,1,200,4,6,2,0.2,40,160,0.1,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.000999999999999903,0.03689039999153465,0.000999999999999903,0.875,1.0,0.76875,1.0,0.0,
8023,3,zhang_A1,1,200,4,6,2,0.2,40,160,0.1,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000198,0.03551139996852726,0.0010000000000000198,0.8,0.875,0.65625,1.0,0.0,
8024,4,zhang_A1,1,200,4,6,2,0.2,40,160,0.1,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000021181,0.03139519994147122,0.0010000000000021181,0.85,0.9,0.6,1.0,0.0,
8025,5,zhang_A1,1,200,4,6,2,0.2,40,160,0.1,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000002,0.03475960006471723,0.0010000000000000002,0.775,0.9,0.7375,1.0,0.0,
8026,6,zhang_A1,1,200,4,6,2,0.2,40,160,0.1,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000003949,0.032190200057812035,0.0010000000000003949,1.0,0.975,0.91875,1.0,0.75,
8027,7,zhang_A1,1,200,4,6,2,0.2,40,160,0.1,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000009,0.0401490000076592,0.0010000000000000009,0.975,1.0,0.86875,1.0,0.75,
8028,8,zhang_A1,1,200,4,6,2,0.2,40,160,0.1,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000148,0.051233300007879734,0.0010000000000000148,0.75,0.925,0.6,1.0,0.0,
8029,9,zhang_A1,1,200,4,6,2,0.2,40,160,0.1,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999989711,0.0511259000049904,0.0009999999999989711,0.75,0.95,0.5625,1.0,0.0,
8030,10,zhang_A1,1,200,4,6,2,0.2,40,160,0.1,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001000000000000447,0.050954599981196225,0.001000000000000447,0.85,0.9,0.69375,1.0,0.0,
8031,11,zhang_A1,1,200,4,6,2,0.2,40,160,0.1,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.00100000000000001,0.04592539998702705,0.00100000000000001,0.9,0.975,0.7625,1.0,0.5,
8032,12,zhang_A1,1,200,4,6,2,0.2,40,160,0.1,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001000000000000334,0.048245000070892274,0.001000000000000334,0.9,0.95,0.7625,1.0,0.0,
8033,13,zhang_A1,1,200,4,6,2,0.2,40,160,0.1,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999992515,0.05667900003027171,0.0009999999999992515,0.85,0.925,0.6875,1.0,0.0,
8034,14,zhang_A1,1,200,4,6,2,0.2,40,160,0.1,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0590732295428833,0.045857800054363906,0.0590732295428833,1.0,1.0,0.9125,1.0,1.0,
8035,15,zhang_A1,1,200,4,6,2,0.2,40,160,0.1,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999922,0.03420749993529171,0.0009999999999999922,0.825,0.95,0.76875,1.0,0.0,
8036,16,zhang_A1,1,200,4,6,2,0.2,40,160,0.1,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000846,0.03528730000834912,0.0010000000000000846,0.9,1.0,0.6375,1.0,0.0,
8037,17,zhang_A1,1,200,4,6,2,0.2,40,160,0.1,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001000000000000015,0.05408999999053776,0.001000000000000015,0.9,0.95,0.75,1.0,0.25,
8038,18,zhang_A1,1,200,4,6,2,0.2,40,160,0.1,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999226,0.031884899944998324,0.0009999999999999226,0.8,0.95,0.6875,1.0,0.0,
8039,19,zhang_A1,1,200,4,6,2,0.2,40,160,0.1,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000058222,0.03300190006848425,0.0010000000000058222,0.875,0.9,0.70625,1.0,0.0,
8040,0,zhang_A1,1,200,4,6,2,0.4,80,120,0.1,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.000999999999999501,0.05593479995150119,0.000999999999999501,0.9625,1.0,0.9083333333333333,1.0,0.0,
8041,1,zhang_A1,1,200,4,6,2,0.4,80,120,0.1,adjacent,0,0,central,center,minmax,True,2,0.010555429159887678,False,True,2.0,2.0,2,True,0.0009999999999992617,0.057938900077715516,0.0009999999999992617,0.8625,0.9625,0.7333333333333333,1.0,0.0,
8042,2,zhang_A1,1,200,4,6,2,0.4,80,120,0.1,adjacent,0,0,central,center,minmax,True,2,0.007337631162629636,False,True,2.0,1.0,2,True,0.0010000000000005677,0.05688359995838255,0.0010000000000005677,0.875,0.95,0.8666666666666667,1.0,0.0,
8043,3,zhang_A1,1,200,4,6,2,0.4,80,120,0.1,adjacent,0,0,central,center,minmax,True,2,0.005797129589107455,False,True,2.0,1.0,2,True,0.0009999999999999816,0.06900250003673136,0.0009999999999999816,0.8875,0.9625,0.8166666666666667,1.0,0.0,
8044,4,zhang_A1,1,200,4,6,2,0.4,80,120,0.1,adjacent,0,0,central,center,minmax,True,2,0.014621392456328989,False,True,2.0,4.0,2,True,0.0009999999999997537,0.05543309997301549,0.0009999999999997537,0.875,0.9,0.7833333333333333,1.0,0.0,
8045,5,zhang_A1,1,200,4,6,2,0.4,80,120,0.1,adjacent,0,0,central,center,minmax,True,2,0.006809421649531019,False,True,2.0,1.0,2,True,0.0010000000000000408,0.058043799945153296,0.0010000000000000408,0.9,0.95,0.7833333333333333,1.0,0.0,
8046,6,zhang_A1,1,200,4,6,2,0.4,80,120,0.1,adjacent,0,0,central,center,minmax,True,2,0.00513875783483046,False,True,2.0,1.0,2,True,0.0010000000000002,0.05547899997327477,0.0010000000000002,0.9,0.95,0.825,1.0,0.0,
8047,7,zhang_A1,1,200,4,6,2,0.4,80,120,0.1,adjacent,0,0,central,center,minmax,True,2,0.007451954347084829,False,True,2.0,1.0,2,True,0.000999999999999989,0.057319600018672645,0.000999999999999989,0.95,0.975,0.7,1.0,0.0,
8048,8,zhang_A1,1,200,4,6,2,0.4,80,120,0.1,adjacent,0,0,central,center,minmax,True,2,0.009730575787796484,False,True,2.0,2.0,2,True,0.0010000000000000195,0.06736240000464022,0.0010000000000000195,0.925,0.925,0.8,1.0,0.0,
8049,9,zhang_A1,1,200,4,6,2,0.4,80,120,0.1,adjacent,0,0,central,center,minmax,True,2,0.01180437872230022,False,True,2.0,3.0,2,True,0.0010000000000002626,0.05768299999181181,0.0010000000000002626,0.9125,0.9375,0.7166666666666667,1.0,0.0,
8050,10,zhang_A1,1,200,4,6,2,0.4,80,120,0.1,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.000999999999999987,0.05695870006456971,0.000999999999999987,0.9375,1.0,0.9583333333333334,1.0,0.0,
8051,11,zhang_A1,1,200,4,6,2,0.4,80,120,0.1,adjacent,0,0,central,center,minmax,True,2,0.006090424415519538,False,True,2.0,1.0,2,True,0.0010000000000600774,0.06272829999215901,0.0010000000000600774,0.8875,0.9625,0.775,1.0,0.0,
8052,12,zhang_A1,1,200,4,6,2,0.4,80,120,0.1,adjacent,0,0,central,center,minmax,True,2,0.008704733601347076,False,True,2.0,1.0,2,True,0.001000000000000127,0.05598229996394366,0.001000000000000127,0.85,0.9625,0.825,1.0,0.0,
8053,13,zhang_A1,1,200,4,6,2,0.4,80,120,0.1,adjacent,0,0,central,center,minmax,True,2,0.010548602419496116,False,True,2.0,2.0,2,True,0.001000000000000301,0.06130729999858886,0.001000000000000301,0.8625,0.925,0.7916666666666666,1.0,0.0,
8054,14,zhang_A1,1,200,4,6,2,0.4,80,120,0.1,adjacent,0,0,central,center,minmax,True,2,0.0050339956300063,False,True,2.0,1.0,2,True,0.0009999999999999835,0.05980779998935759,0.0009999999999999835,0.9125,0.95,0.8583333333333333,1.0,0.0,
8055,15,zhang_A1,1,200,4,6,2,0.4,80,120,0.1,adjacent,0,0,central,center,minmax,True,2,0.01069909110612511,False,True,2.0,2.0,2,True,0.0009999999999999191,0.056137300096452236,0.0009999999999999191,0.9,0.925,0.6916666666666667,1.0,0.0,
8056,16,zhang_A1,1,200,4,6,2,0.4,80,120,0.1,adjacent,0,0,central,center,minmax,True,2,0.009333356171971868,False,True,2.0,2.0,2,True,0.0010000000000005196,0.05798719997983426,0.0010000000000005196,0.8125,0.9625,0.7916666666666666,1.0,0.0,
8057,17,zhang_A1,1,200,4,6,2,0.4,80,120,0.1,adjacent,0,0,central,center,minmax,True,2,0.009054432725089767,False,True,2.0,2.0,2,True,0.0009999999999996678,0.06181529990863055,0.0009999999999996678,0.9,0.95,0.8083333333333333,1.0,0.0,
8058,18,zhang_A1,1,200,4,6,2,0.4,80,120,0.1,adjacent,0,0,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999866,0.049071599962189794,0.0009999999999999866,0.9,0.9625,0.85,1.0,0.0,
8059,19,zhang_A1,1,200,4,6,2,0.4,80,120,0.1,adjacent,0,0,central,center,minmax,True,2,0.005201369540160827,False,True,2.0,1.0,2,True,0.0009999999999997537,0.054276300012134016,0.0009999999999997537,0.9125,0.95,0.8416666666666667,1.0,0.0,
8060,0,zhang_A1,1,200,4,6,2,0.6,120,80,0.1,adjacent,0,0,central,center,minmax,True,2,0.02204970189845918,False,True,2.0,6.0,2,True,0.0010000000000000662,0.0883822999894619,0.0010000000000000662,0.8416666666666667,0.9083333333333333,0.7,1.0,0.0,
8061,1,zhang_A1,1,200,4,6,2,0.6,120,80,0.1,adjacent,0,0,central,center,minmax,True,2,0.021691763443459005,False,True,2.0,6.0,2,True,0.0010000000000000284,0.07895080000162125,0.0010000000000000284,0.9666666666666667,0.9416666666666667,0.8125,1.0,0.25,
8062,2,zhang_A1,1,200,4,6,2,0.6,120,80,0.1,adjacent,0,0,central,center,minmax,True,2,0.00639654506125184,False,True,2.0,1.0,2,True,0.001000000000000026,0.08123560005333275,0.001000000000000026,0.925,0.95,0.9,1.0,0.0,
8063,3,zhang_A1,1,200,4,6,2,0.6,120,80,0.1,adjacent,0,0,central,center,minmax,True,2,0.00910719514430421,False,True,2.0,2.0,2,True,0.0009999999999999894,0.07839090004563332,0.0009999999999999894,0.9333333333333333,0.9666666666666667,0.925,1.0,0.25,
8064,4,zhang_A1,1,200,4,6,2,0.6,120,80,0.1,adjacent,0,0,central,center,minmax,True,2,0.016727567188422235,False,True,2.0,4.0,2,True,0.0009999999999998979,0.08192329993471503,0.0009999999999998979,0.925,0.9416666666666667,0.825,1.0,0.0,
8065,5,zhang_A1,1,200,4,6,2,0.6,120,80,0.1,adjacent,0,0,central,center,minmax,True,2,0.012289713639168427,False,True,2.0,3.0,2,True,0.000999999999999997,0.08076440007425845,0.000999999999999997,0.9083333333333333,0.975,0.85,1.0,0.0,
8066,6,zhang_A1,1,200,4,6,2,0.6,120,80,0.1,adjacent,0,0,central,center,minmax,True,2,0.01590060931302721,False,True,2.0,4.0,2,True,0.0009999999999999662,0.07941610005218536,0.0009999999999999662,0.9083333333333333,0.925,0.7,1.0,0.25,
8067,7,zhang_A1,1,200,4,6,2,0.6,120,80,0.1,adjacent,0,0,central,center,minmax,True,2,0.012223065473671423,False,True,2.0,3.0,2,True,0.0010000000000032032,0.07928880001418293,0.0010000000000032032,0.9083333333333333,0.95,0.8375,1.0,0.0,
8068,8,zhang_A1,1,200,4,6,2,0.6,120,80,0.1,adjacent,0,0,central,center,minmax,True,2,0.020757210970760897,False,True,2.0,7.0,2,True,0.0009999999999999445,0.07876689999829978,0.0009999999999999445,0.9,0.9166666666666666,0.775,1.0,0.0,
8069,9,zhang_A1,1,200,4,6,2,0.6,120,80,0.1,adjacent,0,0,central,center,minmax,True,2,0.007016532615938834,False,True,2.0,1.0,2,True,0.0010000000000000096,0.09307880001142621,0.0010000000000000096,0.8833333333333333,0.95,0.8375,1.0,0.0,
8070,10,zhang_A1,1,200,4,6,2,0.6,120,80,0.1,adjacent,0,0,central,center,minmax,True,2,0.014803037181891587,False,True,2.0,4.0,2,True,0.0010000000000000115,0.08458849997259676,0.0010000000000000115,0.9416666666666667,0.9416666666666667,0.8,1.0,0.25,
8071,11,zhang_A1,1,200,4,6,2,0.6,120,80,0.1,adjacent,0,0,central,center,minmax,True,2,0.014833046116808355,False,True,2.0,3.0,2,True,0.0009999999999999911,0.08126749994698912,0.0009999999999999911,0.9,0.9333333333333333,0.7375,1.0,0.0,
8072,12,zhang_A1,1,200,4,6,2,0.6,120,80,0.1,adjacent,0,0,central,center,minmax,True,2,0.022680548382833385,False,False,9.0,,3,False,,0.03693029994610697,,,,,,,
8073,13,zhang_A1,1,200,4,6,2,0.6,120,80,0.1,adjacent,0,0,central,center,minmax,True,2,0.020561255869408077,False,True,2.0,6.0,2,True,0.0009999999999999844,0.07959890004713088,0.0009999999999999844,0.8916666666666667,0.8833333333333333,0.85,1.0,0.0,
8074,14,zhang_A1,1,200,4,6,2,0.6,120,80,0.1,adjacent,0,0,central,center,minmax,True,2,0.007156005316266414,False,True,2.0,1.0,2,True,0.0010000000000002299,0.10827989992685616,0.0010000000000002299,0.9166666666666666,0.9583333333333334,0.75,1.0,0.0,
8075,15,zhang_A1,1,200,4,6,2,0.6,120,80,0.1,adjacent,0,0,central,center,minmax,True,2,0.013908831816863042,False,True,2.0,3.0,2,True,0.0009999999999999992,0.07634170004166663,0.0009999999999999992,0.9166666666666666,0.95,0.8125,1.0,0.0,
8076,16,zhang_A1,1,200,4,6,2,0.6,120,80,0.1,adjacent,0,0,central,center,minmax,True,2,0.019205308640399925,False,True,2.0,5.0,2,True,0.0010000000000000638,0.07702589989639819,0.0010000000000000638,0.8916666666666667,0.9166666666666666,0.7375,1.0,0.0,
8077,17,zhang_A1,1,200,4,6,2,0.6,120,80,0.1,adjacent,0,0,central,center,minmax,True,2,0.014819884353035257,False,True,2.0,2.0,2,True,0.0009999999999999913,0.08226739999372512,0.0009999999999999913,0.925,0.975,0.75,1.0,0.25,
8078,18,zhang_A1,1,200,4,6,2,0.6,120,80,0.1,adjacent,0,0,central,center,minmax,True,2,0.016882161708356044,False,True,2.0,4.0,2,True,0.0010000000000000059,0.08151450008153915,0.0010000000000000059,0.925,0.95,0.8375,1.0,0.0,
8079,19,zhang_A1,1,200,4,6,2,0.6,120,80,0.1,adjacent,0,0,central,center,minmax,True,2,0.018193761731836997,False,True,2.0,5.0,2,True,0.0010000000000006887,0.077268399996683,0.0010000000000006887,0.925,0.9416666666666667,0.8,1.0,0.0,
8080,0,zhang_A1,1,200,4,6,2,0.8,160,40,0.1,adjacent,0,0,central,center,minmax,True,2,0.026955123741219847,False,False,9.0,,3,False,,0.025694199954159558,,,,,,,
8081,1,zhang_A1,1,200,4,6,2,0.8,160,40,0.1,adjacent,0,0,central,center,minmax,True,2,0.02700877717549573,False,False,9.0,,3,False,,0.054341800045222044,,,,,,,
8082,2,zhang_A1,1,200,4,6,2,0.8,160,40,0.1,adjacent,0,0,central,center,minmax,True,2,0.033968740078428185,False,False,9.0,,3,False,,0.03303829999640584,,,,,,,
8083,3,zhang_A1,1,200,4,6,2,0.8,160,40,0.1,adjacent,0,0,central,center,minmax,True,2,0.023484609922620102,False,False,9.0,,3,False,,0.05069329997058958,,,,,,,
8084,4,zhang_A1,1,200,4,6,2,0.8,160,40,0.1,adjacent,0,0,central,center,minmax,True,2,0.030583884739666965,False,False,9.0,,3,False,,0.04835580009967089,,,,,,,
8085,5,zhang_A1,1,200,4,6,2,0.8,160,40,0.1,adjacent,0,0,central,center,minmax,True,2,0.035305979372170504,False,False,9.0,,3,False,,0.06039340002462268,,,,,,,
8086,6,zhang_A1,1,200,4,6,2,0.8,160,40,0.1,adjacent,0,0,central,center,minmax,True,2,0.021364912892421067,False,True,2.0,8.0,2,True,0.0010000000000000141,0.1159853000426665,0.0010000000000000141,0.9125,0.90625,0.9,1.0,0.25,
8087,7,zhang_A1,1,200,4,6,2,0.8,160,40,0.1,adjacent,0,0,central,center,minmax,True,2,0.034878810909396644,False,False,9.0,,3,False,,0.08216669992543757,,,,,,,
8088,8,zhang_A1,1,200,4,6,2,0.8,160,40,0.1,adjacent,0,0,central,center,minmax,True,2,0.025156588612119,False,False,9.0,,3,False,,0.0805614999262616,,,,,,,
8089,9,zhang_A1,1,200,4,6,2,0.8,160,40,0.1,adjacent,0,0,central,center,minmax,True,2,0.02296549538367847,False,False,9.0,,3,False,,0.04902639996726066,,,,,,,
8090,10,zhang_A1,1,200,4,6,2,0.8,160,40,0.1,adjacent,0,0,central,center,minmax,True,2,0.022587211541729164,False,True,2.0,6.0,2,True,0.0009999999999999335,0.12430499994661659,0.0009999999999999335,0.94375,0.9625,0.9,1.0,0.5,
8091,11,zhang_A1,1,200,4,6,2,0.8,160,40,0.1,adjacent,0,0,central,center,minmax,True,2,0.021423863261781226,False,True,2.0,7.0,2,True,0.0009999999999992292,0.10261930001433939,0.0009999999999992292,0.91875,0.9375,0.825,1.0,0.0,
8092,12,zhang_A1,1,200,4,6,2,0.8,160,40,0.1,adjacent,0,0,central,center,minmax,True,2,0.02969000135066182,False,False,9.0,,3,False,,0.04910740000195801,,,,,,,
8093,13,zhang_A1,1,200,4,6,2,0.8,160,40,0.1,adjacent,0,0,central,center,minmax,True,2,0.028655047194867195,False,False,9.0,,3,False,,0.05841669999063015,,,,,,,
8094,14,zhang_A1,1,200,4,6,2,0.8,160,40,0.1,adjacent,0,0,central,center,minmax,True,2,0.01804067447844952,False,True,2.0,5.0,2,True,0.0010000000000000143,0.14639500004705042,0.0010000000000000143,0.9625,0.9625,0.7,1.0,0.5,
8095,15,zhang_A1,1,200,4,6,2,0.8,160,40,0.1,adjacent,0,0,central,center,minmax,True,2,0.02845414491078532,False,False,9.0,,3,False,,0.05216259998269379,,,,,,,
8096,16,zhang_A1,1,200,4,6,2,0.8,160,40,0.1,adjacent,0,0,central,center,minmax,True,2,0.029578718857998777,False,False,9.0,,3,False,,0.04897050000727177,,,,,,,
8097,17,zhang_A1,1,200,4,6,2,0.8,160,40,0.1,adjacent,0,0,central,center,minmax,True,2,0.03383571731039932,False,False,9.0,,3,False,,0.05607450008392334,,,,,,,
8098,18,zhang_A1,1,200,4,6,2,0.8,160,40,0.1,adjacent,0,0,central,center,minmax,True,2,0.027791881648740725,False,False,9.0,,3,False,,0.10475509997922927,,,,,,,
8099,19,zhang_A1,1,200,4,6,2,0.8,160,40,0.1,adjacent,0,0,central,center,minmax,True,2,0.025706180803490096,False,False,9.0,,3,False,,0.049487299984321,,,,,,,
8100,0,zhang_A1,1,200,4,6,2,0.1,20,180,0.1,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000018,0.02580669999588281,0.0010000000000000018,0.85,0.9,0.7888888888888889,1.0,0.5,
8101,1,zhang_A1,1,200,4,6,2,0.1,20,180,0.1,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0651422336820453,0.020000800024718046,0.0651422336820453,0.95,1.0,0.8,1.0,0.75,
8102,2,zhang_A1,1,200,4,6,2,0.1,20,180,0.1,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000009,0.02419019991066307,0.0010000000000000009,0.75,0.85,0.7777777777777778,1.0,0.75,
8103,3,zhang_A1,1,200,4,6,2,0.1,20,180,0.1,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000009,0.0227483999915421,0.0010000000000000009,0.95,1.0,0.7,1.0,0.5,
8104,4,zhang_A1,1,200,4,6,2,0.1,20,180,0.1,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001,0.023364300024695694,0.001,0.9,0.95,0.8055555555555556,1.0,0.5,
8105,5,zhang_A1,1,200,4,6,2,0.1,20,180,0.1,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.1024751758649336,0.019200399983674288,0.1024751758649336,0.9,0.95,0.7611111111111111,1.0,0.75,
8106,6,zhang_A1,1,200,4,6,2,0.1,20,180,0.1,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.3389877604141813,0.02438249997794628,0.3389877604141813,1.0,1.0,0.8666666666666667,1.0,0.75,
8107,7,zhang_A1,1,200,4,6,2,0.1,20,180,0.1,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001000000000000603,0.019573000026866794,0.001000000000000603,0.8,0.9,0.8444444444444444,1.0,0.5,
8108,8,zhang_A1,1,200,4,6,2,0.1,20,180,0.1,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001,0.022253400064073503,0.001,0.9,0.95,0.7666666666666667,1.0,0.75,
8109,9,zhang_A1,1,200,4,6,2,0.1,20,180,0.1,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000044,0.0198448000010103,0.0010000000000000044,0.85,0.85,0.85,1.0,1.0,
8110,10,zhang_A1,1,200,4,6,2,0.1,20,180,0.1,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000018,0.027129099937155843,0.0010000000000000018,0.75,0.95,0.7055555555555556,1.0,0.5,
8111,11,zhang_A1,1,200,4,6,2,0.1,20,180,0.1,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999998788,0.03093170002102852,0.0009999999999998788,0.85,1.0,0.48333333333333334,1.0,0.25,
8112,12,zhang_A1,1,200,4,6,2,0.1,20,180,0.1,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000026641,0.027653599972836673,0.0010000000000026641,0.85,0.9,0.6055555555555555,1.0,0.25,
8113,13,zhang_A1,1,200,4,6,2,0.1,20,180,0.1,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.09651070602309719,0.023192599997855723,0.09651070602309719,1.0,1.0,0.8388888888888889,1.0,0.75,
8114,14,zhang_A1,1,200,4,6,2,0.1,20,180,0.1,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001000000000000334,0.02047260000836104,0.001000000000000334,0.85,0.95,0.7611111111111111,1.0,0.5,
8115,15,zhang_A1,1,200,4,6,2,0.1,20,180,0.1,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001000000000000112,0.022911799955181777,0.001000000000000112,0.9,0.95,0.65,1.0,1.0,
8116,16,zhang_A1,1,200,4,6,2,0.1,20,180,0.1,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.03235985996367785,0.02151720004621893,0.03235985996367785,0.9,0.85,0.9277777777777778,1.0,0.75,
8117,17,zhang_A1,1,200,4,6,2,0.1,20,180,0.1,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.1592339894580248,0.02256630000192672,0.1592339894580248,0.85,1.0,0.8222222222222222,1.0,0.75,
8118,18,zhang_A1,1,200,4,6,2,0.1,20,180,0.1,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.15693990247586864,0.023175799986347556,0.15693990247586864,0.9,1.0,0.7722222222222223,1.0,0.75,
8119,19,zhang_A1,1,200,4,6,2,0.1,20,180,0.1,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.001,0.021352600073441863,0.001,0.85,0.95,0.85,1.0,0.5,
8120,0,zhang_A1,1,200,4,6,2,0.2,40,160,0.1,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999814,0.036919199978001416,0.0009999999999999814,0.85,0.95,0.66875,1.0,0.25,
8121,1,zhang_A1,1,200,4,6,2,0.2,40,160,0.1,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000001217,0.04683390003629029,0.0010000000000001217,0.925,0.975,0.79375,1.0,0.25,
8122,2,zhang_A1,1,200,4,6,2,0.2,40,160,0.1,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000009,0.036403800011612475,0.0010000000000000009,0.85,0.925,0.69375,1.0,0.5,
8123,3,zhang_A1,1,200,4,6,2,0.2,40,160,0.1,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999999961,0.032184100011363626,0.0009999999999999961,0.825,0.975,0.7125,1.0,0.25,
8124,4,zhang_A1,1,200,4,6,2,0.2,40,160,0.1,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0009999999999984778,0.04714459995739162,0.0009999999999984778,0.85,0.975,0.75625,1.0,0.25,
8125,5,zhang_A1,1,200,4,6,2,0.2,40,160,0.1,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000018,0.03284740005619824,0.0010000000000000018,0.9,0.925,0.69375,1.0,0.25,
8126,6,zhang_A1,1,200,4,6,2,0.2,40,160,0.1,adjacent,1,1,central,center,minmax,True,2,0.0,True,False,,,2,True,0.0010000000000000002,0.031024400028400123,0.0010000000000000002,0.9,1.0,0.65625,1.0,0.25,
